,District_Name,Soil_color,Season,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Crop1,Crop2,Fertilizer,Fertilizer1,Fertilizer2,Link
67,Kolhapur,Black,Whole Year,80,60,115.0,7.5,1500,35,Sugarcane,maize,Soybean,MOP,Potash,19:19:19 NPK,https://youtu.be/2t5Am0xLTOo
68,Kolhapur,Black,Whole Year,85,60,115.0,7.5,1500,35,Sugarcane,maize,Soybean,MOP,Potash,19:19:19 NPK,https://youtu.be/2t5Am0xLTOo
69,Kolhapur,Black,Whole Year,90,60,115.0,7.5,1500,35,Sugarcane,maize,Soybean,MOP,Potash,19:19:19 NPK,https://youtu.be/2t5Am0xLTOo
70,Kolhapur,Black,Whole Year,95,60,115.0,7.5,1500,35,Sugarcane,maize,Soybean,MOP,Potash,19:19:19 NPK,https://youtu.be/2t5Am0xLTOo
71,Kolhapur,Black,Whole Year,100,60,115.0,7.5,1500,35,Sugarcane,maize,Soybean,MOP,Potash,19:19:19 NPK,https://youtu.be/2t5Am0xLTOo
72,Kolhapur,Black,Kharip,20,25,25.0,6.5,600,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
73,Kolhapur,Black,Kharip,25,25,25.0,6.5,600,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
74,Kolhapur,Black,Kharip,30,25,25.0,6.5,600,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
75,Kolhapur,Black,Kharip,35,25,25.0,6.5,600,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
76,Kolhapur,Black,Kharip,40,25,25.0,6.5,600,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
77,Kolhapur,Black,Kharip,20,30,30.0,7.0,700,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
78,Kolhapur,Black,Kharip,25,30,30.0,7.0,700,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
79,Kolhapur,Black,Kharip,30,30,30.0,7.0,700,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
80,Kolhapur,Black,Kharip,35,30,30.0,7.0,700,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
81,Kolhapur,Black,Kharip,40,30,30.0,7.0,700,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
82,Kolhapur,Black,Kharip,20,35,35.0,7.5,800,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
83,Kolhapur,Black,Kharip,25,35,35.0,7.5,800,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
84,Kolhapur,Black,Kharip,30,35,35.0,7.5,800,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
85,Kolhapur,Black,Kharip,35,35,35.0,7.5,800,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
86,Kolhapur,Black,Kharip,40,35,35.0,7.5,800,25,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
87,Kolhapur,Black,Kharip,20,25,40.0,6.5,600,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
88,Kolhapur,Black,Kharip,25,25,40.0,6.5,600,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
89,Kolhapur,Black,Kharip,30,25,40.0,6.5,600,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
90,Kolhapur,Black,Kharip,35,25,40.0,6.5,600,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
91,Kolhapur,Black,Kharip,40,25,40.0,6.5,600,30,Jowar,Bajra,Rice,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
92,Kolhapur,Black,Kharip,20,30,25.0,7.0,700,25,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
93,Kolhapur,Black,Kharip,25,30,25.0,7.0,700,25,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
94,Kolhapur,Black,Kharip,30,30,25.0,7.0,700,25,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
95,Kolhapur,Black,Kharip,35,30,25.0,7.0,700,25,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
96,Kolhapur,Black,Kharip,40,30,25.0,7.0,700,25,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
97,Kolhapur,Black,Kharip,20,35,30.0,7.5,800,30,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
98,Kolhapur,Black,Kharip,25,35,30.0,7.5,800,30,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
99,Kolhapur,Black,Kharip,30,35,30.0,7.5,800,30,Jowar,Bajra,Rice,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
100,Kolhapur,Black,Kharip,35,35,30.0,7.5,800,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
101,Kolhapur,Black,Kharip,40,35,30.0,7.5,800,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
102,Kolhapur,Black,Kharip,20,25,35.0,6.5,600,25,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
103,Kolhapur,Black,Kharip,25,25,35.0,6.5,600,25,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
104,Kolhapur,Black,Kharip,30,25,35.0,6.5,600,25,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
105,Kolhapur,Black,Kharip,35,25,35.0,6.5,600,25,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
106,Kolhapur,Black,Kharip,40,25,35.0,6.5,600,25,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
107,Kolhapur,Black,Kharip,20,30,40.0,7.0,700,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
108,Kolhapur,Black,Kharip,25,30,40.0,7.0,700,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
109,Kolhapur,Black,Kharip,30,30,40.0,7.0,700,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
110,Kolhapur,Black,Kharip,35,30,40.0,7.0,700,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
111,Kolhapur,Black,Kharip,40,30,40.0,7.0,700,30,Jowar,Bajra,maize,Urea,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
112,Kolhapur,Black,Kharip,20,35,25.0,7.5,800,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
113,Kolhapur,Black,Kharip,25,35,25.0,7.5,800,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
114,Kolhapur,Black,Kharip,30,35,25.0,7.5,800,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
115,Kolhapur,Black,Kharip,35,35,25.0,7.5,800,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
116,Kolhapur,Black,Kharip,40,35,25.0,7.5,800,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
117,Kolhapur,Black,Kharip,20,25,30.0,6.5,600,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
118,Kolhapur,Black,Kharip,25,25,30.0,6.5,600,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
119,Kolhapur,Black,Kharip,30,25,30.0,6.5,600,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
120,Kolhapur,Black,Kharip,35,25,30.0,6.5,600,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
121,Kolhapur,Black,Kharip,40,25,30.0,6.5,600,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
122,Kolhapur,Black,Kharip,20,30,35.0,7.0,700,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
123,Kolhapur,Black,Kharip,25,30,35.0,7.0,700,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
124,Kolhapur,Black,Kharip,30,30,35.0,7.0,700,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
125,Kolhapur,Black,Kharip,35,30,35.0,7.0,700,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
126,Kolhapur,Black,Kharip,40,30,35.0,7.0,700,25,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
127,Kolhapur,Black,Kharip,20,35,40.0,7.5,800,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
128,Kolhapur,Black,Kharip,25,35,40.0,7.5,800,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
129,Kolhapur,Black,Kharip,30,35,40.0,7.5,800,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
130,Kolhapur,Black,Kharip,35,35,40.0,7.5,800,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
131,Kolhapur,Black,Kharip,40,35,40.0,7.5,800,30,Jowar,Bajra,maize,SSP,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
132,Kolhapur,Black,Kharip,40,20,20.0,6.0,600,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
133,Kolhapur,Black,Kharip,45,20,20.0,6.0,600,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
134,Kolhapur,Black,Kharip,50,20,20.0,6.0,600,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
135,Kolhapur,Black,Kharip,40,25,25.0,6.5,700,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
136,Kolhapur,Black,Kharip,45,25,25.0,6.5,700,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
137,Kolhapur,Black,Kharip,50,25,25.0,6.5,700,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
138,Kolhapur,Black,Kharip,40,20,25.0,7.0,800,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
139,Kolhapur,Black,Kharip,45,20,25.0,7.0,800,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
140,Kolhapur,Black,Kharip,50,20,25.0,7.0,800,25,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
141,Kolhapur,Black,Kharip,40,25,20.0,7.5,600,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
142,Kolhapur,Black,Kharip,45,25,20.0,7.5,600,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
143,Kolhapur,Black,Kharip,50,25,20.0,7.5,600,30,Jowar,Bajra,maize,10:26:26 NPK,15:15:15 NPK,Urea,https://youtu.be/hxuB66J-3BI
144,Kolhapur,Red ,Kharip,100,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
145,Kolhapur,Red ,Kharip,105,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
146,Kolhapur,Red ,Kharip,110,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
147,Kolhapur,Red ,Kharip,115,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
148,Kolhapur,Red ,Kharip,120,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
149,Kolhapur,Red ,Kharip,125,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
150,Kolhapur,Red ,Kharip,130,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
151,Kolhapur,Red ,Kharip,135,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
152,Kolhapur,Red ,Kharip,140,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
153,Kolhapur,Red ,Kharip,145,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
154,Kolhapur,Red ,Kharip,150,40,50.0,6.0,800,25,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
155,Kolhapur,Red ,Kharip,100,45,55.0,6.5,900,30,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
156,Kolhapur,Red ,Kharip,105,45,55.0,6.5,900,30,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
157,Kolhapur,Red ,Kharip,110,45,55.0,6.5,900,30,Cotton,Bajra,maize,MOP,Urea,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feaTure=share
